smiles	node_id	scenario_id	scenario_description	pathway_id	Confidence_level	Redox_type	Acidity_interval	Location_name	BioReactor_type	InoculumSource_source	TypeOfAeration_type	SludgeRetentionTime_type	OriginalSludgeAmount_amount	TotalSuspendedSolids_start	FinalCompoundConcentration_concentration	Addition_type	Temperature_interval	WWTPPurpose_purpose	CompoundSolutionSolvent_proportion	DissolvedOxygenConcentration_concentration_high	LiquidMatrixSource_source	RateConstant_correction	AerationType_type	BiologicalTreatmentTechnology_type	HalfLife_comment	Nutrients_data	OxygenDemand_influent	NitrogenContent_influent	PhosphorusContent_influent	VolatileTotalSuspendedSolids_start	TransformationProductImportance_importance	DissolvedOrganicCarbon_start
CN(C)CC(/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/1451ff76-5f96-45cf-9e85-605368e67f90	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/3232942e-d56a-45fd-8f67-5e82501b99bd	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)CC(/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/1451ff76-5f96-45cf-9e85-605368e67f90	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/ae9ccb85-6449-46c7-9c3d-c9bcbfafc0af	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)C(C/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/ada1bba3-8e71-43ea-97c9-2746c2f7725a	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/0b684ffe-0015-4883-a442-9714eefa6006	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)C(C/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/ada1bba3-8e71-43ea-97c9-2746c2f7725a	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/29868031-4f85-447a-9f73-7eb9dd884333	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)C(C/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/ada1bba3-8e71-43ea-97c9-2746c2f7725a	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/11c697ae-7f96-4672-80b0-46f6289eee3e	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)CC/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/70dc6a9e-9b4d-4566-8744-d10272c693f7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/aafc69d8-5fe2-4307-b4b7-081d26b37080	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	1																	sorption corrected & abiotic degradation corrected										
CN(C)CC/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/70dc6a9e-9b4d-4566-8744-d10272c693f7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8f0a6e4d-deeb-48e2-81ed-8cc391343e90	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	1																	sorption corrected & abiotic degradation corrected										
CN(C)CC/C=C/1\C2=C(C=CC=C2)CCC3=C1C=CC=C3	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/70dc6a9e-9b4d-4566-8744-d10272c693f7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/9dfe1737-326b-4a8b-a148-3db215f34633	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	1																	sorption corrected & abiotic degradation corrected										
CN(C)CC/C=C\1/C2=C(C=CC=C2)CC(C3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/0e149901-93fe-402e-8da1-04b1cc78d569	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/4bcd34d1-4d94-43bf-aa03-2d7b07b166b8	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)CC/C=C\1/C2=C(C=CC=C2)CC(C3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/0e149901-93fe-402e-8da1-04b1cc78d569	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/26e06dd6-e9f8-4ca4-b8ad-7067a7de58b6	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CN(C)CC/C=C\1/C2=C(C=CC=C2)CC(C3=C1C=CC=C3)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb/node/0e149901-93fe-402e-8da1-04b1cc78d569	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/1124c332-44ab-4a2a-8660-2d81298140e0	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/6f369c3c-ef96-4125-96b3-2864feff9bfb	3																											
CC1=CC(=O)C(C(=O)C)C(=O)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c/node/e029c9e2-15bd-48a8-b04c-c83fb36d2bf7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/b0f02544-f895-4528-bfbd-aa0ebba2fb9f	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c	1																	sorption corrected & abiotic degradation corrected										
CC1=CC(=O)C(C(=O)C)C(=O)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c/node/e029c9e2-15bd-48a8-b04c-c83fb36d2bf7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/3c087b20-750d-47e7-82af-9ff9bd8359f3	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c	1																	sorption corrected & abiotic degradation corrected										
CC1=CC(=O)C(C(=O)C)C(=O)O1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c/node/e029c9e2-15bd-48a8-b04c-c83fb36d2bf7	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/fff22801-8b37-48f0-b84b-38fd3d9ec5cc	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/bd73f9db-baca-40c7-bfb9-4f276b0cec4c	1																	sorption corrected & abiotic degradation corrected										
CN1C(=O)CC(C2=CC=CC=C2)C1=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333/node/cf31957c-455c-4e16-a943-f7ed9e4a4e0f	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/5f4a0b0a-fc29-405c-90ff-d43a9bd0668a	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333	1																	sorption corrected & abiotic degradation corrected										
CN1C(=O)CC(C2=CC=CC=C2)C1=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333/node/cf31957c-455c-4e16-a943-f7ed9e4a4e0f	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/3561746c-040d-4221-b31b-4d86a3026c50	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333	1																	sorption corrected & abiotic degradation corrected										
CN1C(=O)CC(C2=CC=CC=C2)C1=O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333/node/cf31957c-455c-4e16-a943-f7ed9e4a4e0f	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/9e968bab-6104-4bab-99b8-502b68211a7b	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/5da0a1a5-0bae-493c-a34e-3c096c54c333	1																	sorption corrected & abiotic degradation corrected										
C=CC(=O)NC(C)(C)CS(=O)(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365/node/c7b6d6b8-38a1-4f02-91b9-eb5e9751f125	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/1a73c90d-f3e6-4f40-ac4d-c21792598938	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365	1																	sorption corrected & abiotic degradation corrected										
C=CC(=O)NC(C)(C)CS(=O)(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365/node/c7b6d6b8-38a1-4f02-91b9-eb5e9751f125	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f61ec9ec-172b-424c-965a-3bd9166110a3	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365	1																	sorption corrected & abiotic degradation corrected										
C=CC(=O)NC(C)(C)CS(=O)(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365/node/c7b6d6b8-38a1-4f02-91b9-eb5e9751f125	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/0f7d9033-a32f-4dce-a971-5dee928d5dc6	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/636957c6-42b6-4dc1-b67a-e1f938a8f365	1																	sorption corrected & abiotic degradation corrected										
COC(=O)C1CCC(CC1)C(=O)OC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/668024f3-113c-4c27-b92f-e70503d7957b	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/434fedc9-8eb0-42bd-9a27-74e1640f8383	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	1																	sorption corrected & abiotic degradation corrected										
COC(=O)C1CCC(CC1)C(=O)OC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/668024f3-113c-4c27-b92f-e70503d7957b	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/c304b9b5-4e8e-4da9-9ffb-2ec7050f9337	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	1																	sorption corrected & abiotic degradation corrected										
COC(=O)C1CCC(CC1)C(=O)OC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/668024f3-113c-4c27-b92f-e70503d7957b	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/c798e10e-4734-4242-aecf-826ca168c580	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	1																	sorption corrected & abiotic degradation corrected										
COC(=O)C1CCC(CC1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/1f98b4b3-f3b5-477b-b506-1657a73c9887	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/6b602407-d2d1-46f0-94d2-cfb729eea151	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	2																											
COC(=O)C1CCC(CC1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/1f98b4b3-f3b5-477b-b506-1657a73c9887	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/daf6b1a5-aa6f-4a40-add6-e719cf8b165b	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	2																											
COC(=O)C1CCC(CC1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61/node/1f98b4b3-f3b5-477b-b506-1657a73c9887	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/d26102ff-d1f9-4eff-b7c6-c0a0ba29a5fc	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/ca7d1094-bd5e-4d32-9721-a5e96f70bf61	2																											
CCOC(=O)C1=C(C=CC=C1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/f7087f49-eec1-4c1f-885a-b9bd9e9b6894	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/0544e7bd-009e-4b2a-9791-79d3721fcdad	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	2																											
CCOC(=O)C1=C(C=CC=C1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/f7087f49-eec1-4c1f-885a-b9bd9e9b6894	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/19812c99-dcad-49c2-85fb-05543e6cd417	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	2																											
CCOC(=O)C1=C(C=CC=C1)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/f7087f49-eec1-4c1f-885a-b9bd9e9b6894	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/0e566c6f-a782-4abc-89d6-b023dfb41d11	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	2																											
CCOC(=O)C1=C(C=CC=C1)C(=O)OCC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/44b8a619-5572-4c8c-a3af-530cc1259788	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/4ea7b4b4-e91c-4e31-a0a7-3ba4a3c4698f	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	1																	sorption corrected & abiotic degradation corrected										
CCOC(=O)C1=C(C=CC=C1)C(=O)OCC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/44b8a619-5572-4c8c-a3af-530cc1259788	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/56ae70a4-2182-4ff7-bd05-a28db5aeafae	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	1																	sorption corrected & abiotic degradation corrected										
CCOC(=O)C1=C(C=CC=C1)C(=O)OCC	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/44b8a619-5572-4c8c-a3af-530cc1259788	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8db461f0-4637-41e8-a53e-7b26341d5ddc	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	1																	sorption corrected & abiotic degradation corrected										
CCOC(=O)C1=CC=CC(=C1C(=O)OCC)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/5fe3f49e-7fa3-420c-89f7-abddf87b0a64	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/46c90e1b-3814-4b1c-9a3a-72abe24fb0fe	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	3																											
CCOC(=O)C1=CC=CC(=C1C(=O)OCC)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/5fe3f49e-7fa3-420c-89f7-abddf87b0a64	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f5024ecb-435f-4be3-94d3-8afd37572bde	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	3																											
CCOC(=O)C1=CC=CC(=C1C(=O)OCC)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2/node/5fe3f49e-7fa3-420c-89f7-abddf87b0a64	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/fb2929ea-1851-404d-92b5-2eb25d48b361	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/05e37325-0e72-4a7c-8a3d-8e8210450fc2	3																											
CC1=CC=C(C=C1OCCCC(C)(C)C(=O)O)CO	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/e2333fa5-f970-4577-987e-f59e3d01fba6	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/887906b5-7c55-46b3-90a5-c00d6ef091b8	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	3																											
CC1=CC=C(C=C1OCCCC(C)(C)C(=O)O)CO	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/e2333fa5-f970-4577-987e-f59e3d01fba6	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/f4d6abda-3b14-4be3-a5ff-891f721cf408	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	3																											
CC1=CC=C(C=C1OCCCC(C)(C)C(=O)O)CO	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/e2333fa5-f970-4577-987e-f59e3d01fba6	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/3ce48ffa-4982-4da7-8d98-e8d53dafcb13	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	3																											
CC1=CC=C(C)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/9d56eda4-2185-4f0d-9b34-fdc02cbd65a1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/87ecea23-a791-45bb-b34c-d8dc4388df93	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	1																	sorption corrected & abiotic degradation corrected										
CC1=CC=C(C)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/9d56eda4-2185-4f0d-9b34-fdc02cbd65a1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/292d9024-1c10-4338-8e9b-4378f3b0de22	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	1																	sorption corrected & abiotic degradation corrected										
CC1=CC=C(C)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/9d56eda4-2185-4f0d-9b34-fdc02cbd65a1	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8f6a5997-aac0-41f3-9505-9959c0afe4fd	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	1																	sorption corrected & abiotic degradation corrected										
CC1=CC=C(CO)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/4cb58e7d-a202-4cdf-b31c-585a95257110	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/2feae33c-1bf7-475b-b7bf-4d1b93af20c7	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	2																											
CC1=CC=C(CO)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/4cb58e7d-a202-4cdf-b31c-585a95257110	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/a6fc241e-b64c-44a0-9817-466152d147c2	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	2																											
CC1=CC=C(CO)C(=C1)OCCCC(C)(C)C(=O)O	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389/node/4cb58e7d-a202-4cdf-b31c-585a95257110	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/e0cc65fa-709a-4e6e-8e47-41f9e5055fb2	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/cd3ffa2b-fbde-49fd-a3a7-52e02264f389	2																											
CC1=CC(=CC=C1OCC(=O)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838/node/e534d0bb-ae98-4c3e-9470-6937751fce71	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/d13fd23d-c95d-40c9-9771-a1d518820197	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838	1																	sorption corrected & abiotic degradation corrected										
CC1=CC(=CC=C1OCC(=O)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838/node/e534d0bb-ae98-4c3e-9470-6937751fce71	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/8cb2c3ab-2d99-4a01-9410-bcf469c25640	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838	1																	sorption corrected & abiotic degradation corrected										
CC1=CC(=CC=C1OCC(=O)O)Cl	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838/node/e534d0bb-ae98-4c3e-9470-6937751fce71	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/scenario/c3f2951c-deb3-4994-929e-e00e704fea14	no description	https://envipath.org/package/521c547a-fd2a-491c-ad5b-7eaa1577fb65/pathway/b5c9ffd8-0657-4700-a404-7bcaa94ba838	1																	sorption corrected & abiotic degradation corrected										
